record_id,pdf_entry_id,pid,record_type,theme,subtheme,record_text,record_short,source_status,context,ref_id
R057,057,P08,Budget attitude,,,"“Rẻ không phải ưu tiên đầu tiên. Khi con lớn hơn, ngân sách du lịch của gia đình tôi cũng sẽ tăng vì nhu cầu ăn ở và không gian riêng nhiều hơn.”","“Rẻ không phải ưu tiên đầu tiên. Khi con lớn hơn, ngân sách du lịch của gia đình tôi cũng sẽ tăng vì nhu cầu ăn ở và không gian riêng nhiều hơn.”","participant quote, edited for clarity","41, bank employee, family with two children; moving from resort safety toward family-friendly exploration.",F_P08_2026Q2_r057
R058,058,P08,Staged culture,,,“Tôi nghĩ người làm du lịch ở địa phương chắc chắn có phần biểu diễn cho khách xem. Nhưng nếu đó là cách quảng bá văn hoá cho nhiều người biết hơn thì tôi vẫn hoan nghênh.”,“Tôi nghĩ người làm du lịch ở địa phương chắc chắn có phần biểu diễn cho khách xem. Nhưng nếu đó là cách quảng bá văn hoá cho nhiều người biết hơn thì tôi vẫn hoan nghênh.”,"participant quote, edited for clarity","41, bank employee, family with two children; moving from resort safety toward family-friendly exploration.",F_P08_2026Q2_r058
R059,059,P08,Concept first reaction,,,"“Phản ứng đầu tiên của tôi là tour này khá kén người, không quá trend, nhưng cũng mới lạ.”","“Phản ứng đầu tiên của tôi là tour này khá kén người, không quá trend, nhưng cũng mới lạ.”","participant quote, edited for clarity","41, bank employee, family with two children; moving from resort safety toward family-friendly exploration.",F_P08_2026Q2_r059
R060,060,P08,Missing key selling point,,,"“Tôi chưa thấy rõ key selling point và chưa hình dung được chuyến đi này sẽ như thế nào. Tôi cần thấy những góc đẹp, cảnh đẹp và điểm nhấn cụ thể hơn.”","“Tôi chưa thấy rõ key selling point và chưa hình dung được chuyến đi này sẽ như thế nào. Tôi cần thấy những góc đẹp, cảnh đẹp và điểm nhấn cụ thể hơn.”","participant quote, edited for clarity","41, bank employee, family with two children; moving from resort safety toward family-friendly exploration.",F_P08_2026Q2_r060
R061,061,P08,Destination credibility,,,"“Nam Định hiện chưa có độ nhận diện rõ như một điểm đến du lịch, nên tour cần làm rõ hơn vì sao nơi này đáng đi.”","“Nam Định hiện chưa có độ nhận diện rõ như một điểm đến du lịch, nên tour cần làm rõ hơn vì sao nơi này đáng đi.”","participant quote, edited for clarity","41, bank employee, family with two children; moving from resort safety toward family-friendly exploration.",F_P08_2026Q2_r061
R062,062,P08,Sustainable tourism definition,,,"“Với tôi, du lịch bền vững là nơi khiến mình đến một lần vẫn muốn quay lại khám phá tiếp, nhưng không bị khai thác quá mức.”","“Với tôi, du lịch bền vững là nơi khiến mình đến một lần vẫn muốn quay lại khám phá tiếp, nhưng không bị khai thác quá mức.”","participant quote, edited for clarity","41, bank employee, family with two children; moving from resort safety toward family-friendly exploration.",F_P08_2026Q2_r062
R063,063,P09,Domestic vs overseas travel,,,"“Khi đi trong nước, tôi thường thiên về nghỉ dưỡng. Nhưng khi đi nước ngoài, tôi lại có xu hướng khám phá và tìm hiểu nhiều hơn.”","“Khi đi trong nước, tôi thường thiên về nghỉ dưỡng. Nhưng khi đi nước ngoài, tôi lại có xu hướng khám phá và tìm hiểu nhiều hơn.”","participant quote, edited for clarity","26, sales export; friend-group traveller, influenced by trends and social media; positive toward MẠCH concept but",F_P09_2026Q2_r063
R064,064,P09,Social travel,,,"“Khoảng 80% chuyến đi của tôi là đi cùng nhóm bạn, thường khoảng bốn người. Gợi ý từ bạn bè và người thân có ảnh hưởng khá lớn.”","“Khoảng 80% chuyến đi của tôi là đi cùng nhóm bạn, thường khoảng bốn người. Gợi ý từ bạn bè và người thân có ảnh hưởng khá lớn.”","participant quote, edited for clarity","26, sales export; friend-group traveller, influenced by trends and social media; positive toward MẠCH concept but",F_P09_2026Q2_r064
R065,065,P09,Self-guided vs tour,,,"“Đi tự túc cho tôi sự chủ động về lịch trình và đồ ăn hợp khẩu vị hơn. Đi tour thì có lợi thế là hiểu văn hoá qua tour guide, nhưng tôi không thích bị gò bó.”","“Đi tự túc cho tôi sự chủ động về lịch trình và đồ ăn hợp khẩu vị hơn. Đi tour thì có lợi thế là hiểu văn hoá qua tour guide, nhưng tôi không thích bị gò bó.”","participant quote, edited for clarity","26, sales export; friend-group traveller, influenced by trends and social media; positive toward MẠCH concept but",F_P09_2026Q2_r065
R066,066,P09,Memorable Huế,,,"“Huế làm tôi bất ngờ, đặc biệt là con người. Sau chuyến đi, điều đọng lại không chỉ là văn hoá và lịch sử mà còn là việc nhóm bạn trở nên thân thiết hơn.”","“Huế làm tôi bất ngờ, đặc biệt là con người. Sau chuyến đi, điều đọng lại không chỉ là văn hoá và lịch sử mà còn là việc nhóm bạn trở nên thân thiết hơn.”","participant quote, edited for clarity","26, sales export; friend-group traveller, influenced by trends and social media; positive toward MẠCH concept but",F_P09_2026Q2_r066
R067,067,P09,Authenticity in service,,,"“Với tôi, sự chân thực trong du lịch không chỉ nằm ở văn hoá, mà còn ở sự thật thà và chân thành trong cách phục vụ khách hàng.” MẠCH - Record tổng hợp phỏng vấn khách hàng","“Với tôi, sự chân thực trong du lịch không chỉ nằm ở văn hoá, mà còn ở sự thật thà và chân thành trong cách phục vụ khách hàng.” MẠCH - Record tổng hợp phỏng vấn khách hàng","participant quote, edited for clarity","26, sales export; friend-group traveller, influenced by trends and social media; positive toward MẠCH concept but",F_P09_2026Q2_r067
R068,068,P09,Concept audience,,,“Tôi nghĩ tour này có thể phù hợp 70% với người nước ngoài và 30% với Gen Z Việt Nam - những người tò mò với các chủ đề văn hoá.”,“Tôi nghĩ tour này có thể phù hợp 70% với người nước ngoài và 30% với Gen Z Việt Nam - những người tò mò với các chủ đề văn hoá.”,"participant quote, edited for clarity","26, sales export; friend-group traveller, influenced by trends and social media; positive toward MẠCH concept but",F_P09_2026Q2_r068
R069,069,P09,Personal fit and pricing,,,"“Tôi thấy bản thân phù hợp khoảng 80%. Mức giá hợp lý có thể là 5-7 triệu; trên 10 triệu thì quá đắt, còn 3 triệu lại có cảm giác quá rẻ.”","“Tôi thấy bản thân phù hợp khoảng 80%. Mức giá hợp lý có thể là 5-7 triệu; trên 10 triệu thì quá đắt, còn 3 triệu lại có cảm giác quá rẻ.”","participant quote, edited for clarity","26, sales export; friend-group traveller, influenced by trends and social media; positive toward MẠCH concept but",F_P09_2026Q2_r069
R070,070,P09,Positive concept reaction,,,"“Mức hứng thú của tôi khoảng 4/5. Tôi đánh giá cao câu chuyện dẫn dắt, chủ đề và phần ăn uống tại nhà dân.”","“Mức hứng thú của tôi khoảng 4/5. Tôi đánh giá cao câu chuyện dẫn dắt, chủ đề và phần ăn uống tại nhà dân.”","participant quote, edited for clarity","26, sales export; friend-group traveller, influenced by trends and social media; positive toward MẠCH concept but",F_P09_2026Q2_r070
R071,071,P09,Destination barrier,,,"“Điểm khiến tôi lưỡng lự là Nam Định. Nếu đó là một điểm đến nổi tiếng hơn, có nhiều điều thu hút hơn, tôi sẽ dễ hứng thú hơn.”","“Điểm khiến tôi lưỡng lự là Nam Định. Nếu đó là một điểm đến nổi tiếng hơn, có nhiều điều thu hút hơn, tôi sẽ dễ hứng thú hơn.”","participant quote, edited for clarity","26, sales export; friend-group traveller, influenced by trends and social media; positive toward MẠCH concept but",F_P09_2026Q2_r071
R072,072,P09,Sustainable tourism definition,,,"“Với tôi, du lịch bền vững là tìm hiểu kỹ và tìm hiểu sâu về nơi đến cũng như con người ở đó.” MẠCH - Record tổng hợp phỏng vấn khách hàng 2. Nhóm B - Participants có trải nghiệm / định hướng","“Với tôi, du lịch bền vững là tìm hiểu kỹ và tìm hiểu sâu về nơi đến cũng như con người ở đó.” MẠCH - Record tổng hợp phỏng vấn khách hàng 2. Nhóm B - Participants có trải nghiệ...","participant quote, edited for clarity","26, sales export; friend-group traveller, influenced by trends and social media; positive toward MẠCH concept but",F_P09_2026Q2_r072
R073,073,P03,Ideal day / cultural openness,,,"“Một ngày lý tưởng với tôi là được gặp những người thú vị, đi nghe nhạc hoặc tham gia một hoạt động trải nghiệm văn hoá.”","“Một ngày lý tưởng với tôi là được gặp những người thú vị, đi nghe nhạc hoặc tham gia một hoạt động trải nghiệm văn hoá.”","participant quote, edited for clarity","Lecturer; culturally curious, project/work travel, values authenticity, art, community and learning.",F_P03_2026Q2_r073
R074,074,P03,Solo vs group travel,,,"“Đi một mình cho tôi nhiều tự do. Đi nhiều người thì phải đồng thuận nhiều hơn, nhưng đổi lại có người chia sẻ cảnh đẹp, chăm sóc nhau và có nhiều tiếng cười.”","“Đi một mình cho tôi nhiều tự do. Đi nhiều người thì phải đồng thuận nhiều hơn, nhưng đổi lại có người chia sẻ cảnh đẹp, chăm sóc nhau và có nhiều tiếng cười.”","participant quote, edited for clarity","Lecturer; culturally curious, project/work travel, values authenticity, art, community and learning.",F_P03_2026Q2_r074
R075,075,P03,Market and museum motivation,,,"“Ở một thành phố, tôi thích đi chợ và bảo tàng. Chợ cho mình cảm giác náo nhiệt, mùi hương và xúc cảm rất thật.”","“Ở một thành phố, tôi thích đi chợ và bảo tàng. Chợ cho mình cảm giác náo nhiệt, mùi hương và xúc cảm rất thật.”","participant quote, edited for clarity","Lecturer; culturally curious, project/work travel, values authenticity, art, community and learning.",F_P03_2026Q2_r075
R076,076,P03,Cultural connection,,,"“Tôi nhớ những trải nghiệm như ngủ ở nhà sàn, thức dậy với mùi khói và thấy người dân sinh hoạt xung quanh. Tôi thích cảm giác được ở giữa đời sống đó, vừa quan sát vừa hoà vào.”","“Tôi nhớ những trải nghiệm như ngủ ở nhà sàn, thức dậy với mùi khói và thấy người dân sinh hoạt xung quanh. Tôi thích cảm giác được ở giữa đời sống đó, vừa quan sát vừa hoà vào.”","participant quote, edited for clarity","Lecturer; culturally curious, project/work travel, values authenticity, art, community and learning.",F_P03_2026Q2_r076
R077,077,P03,Staged performance tolerance,,,"“Có những hoạt động biểu diễn cho khách xem mà tôi không hoàn toàn thích, nhưng tôi vẫn nhìn thấy mặt tích cực: các em nhỏ hoặc cộng đồng có cơ hội thực hành văn hoá của mình. Nhìn chung tôi khá cởi mở với điều đó.”","“Có những hoạt động biểu diễn cho khách xem mà tôi không hoàn toàn thích, nhưng tôi vẫn nhìn thấy mặt tích cực: các em nhỏ hoặc cộng đồng có cơ hội thực hành văn hoá của mình. N...","participant quote, edited for clarity","Lecturer; culturally curious, project/work travel, values authenticity, art, community and learning.",F_P03_2026Q2_r077
R078,078,P03,Concept target unclear,,,"“Khi đọc concept, tôi chưa rõ các em đang target ai. Sắc thái có vẻ hợp nhóm ngoài 30 tuổi, còn chủ đề tín ngưỡng thì khá limited. Hiện tại tour có nhiều kiến thức nhưng thiếu phần mềm mại như ẩm thực hoặc hoạt động nhẹ hơn.”","“Khi đọc concept, tôi chưa rõ các em đang target ai. Sắc thái có vẻ hợp nhóm ngoài 30 tuổi, còn chủ đề tín ngưỡng thì khá limited. Hiện tại tour có nhiều kiến thức nhưng thiếu p...","participant quote, edited for clarity","Lecturer; culturally curious, project/work travel, values authenticity, art, community and learning.",F_P03_2026Q2_r078
R079,079,P03,Modularity question,,,"“Tôi tự hỏi liệu người tham gia có bắt buộc phải theo đủ cả 3 ngày không, hay có thể chọn từng phần phù hợp với mình.”","“Tôi tự hỏi liệu người tham gia có bắt buộc phải theo đủ cả 3 ngày không, hay có thể chọn từng phần phù hợp với mình.”","participant quote, edited for clarity","Lecturer; culturally curious, project/work travel, values authenticity, art, community and learning.",F_P03_2026Q2_r079
R080,080,P03,Hands-on heritage,,,"“Những trải nghiệm làng nghề sẽ hấp dẫn hơn nếu người tham gia được chạm tay vào hoạt động thật, như thêu thùa, may vá hoặc làm một phần nhỏ của nghề.”","“Những trải nghiệm làng nghề sẽ hấp dẫn hơn nếu người tham gia được chạm tay vào hoạt động thật, như thêu thùa, may vá hoặc làm một phần nhỏ của nghề.”","participant quote, edited for clarity","Lecturer; culturally curious, project/work travel, values authenticity, art, community and learning.",F_P03_2026Q2_r080
R081,081,P03,Overwhelm,,,“Tôi thấy concept hơi overwhelming vì có quá nhiều lịch sử và quá nhiều di chuyển. Thời tiết và cảm giác mệt cũng là điều cần tính đến.”,“Tôi thấy concept hơi overwhelming vì có quá nhiều lịch sử và quá nhiều di chuyển. Thời tiết và cảm giác mệt cũng là điều cần tính đến.”,"participant quote, edited for clarity","Lecturer; culturally curious, project/work travel, values authenticity, art, community and learning.",F_P03_2026Q2_r081
R082,082,P03,Sustainable tourism definition,,,“Du lịch bền vững nên xuất phát từ cộng đồng và nuôi lại chính cộng đồng đó. Khách du lịch không nên phá cảnh quan hay làm xáo trộn đời sống người dân.” MẠCH - Record tổng hợp phỏng vấn khách hàng,“Du lịch bền vững nên xuất phát từ cộng đồng và nuôi lại chính cộng đồng đó. Khách du lịch không nên phá cảnh quan hay làm xáo trộn đời sống người dân.” MẠCH - Record tổng hợp p...,"participant quote, edited for clarity","Lecturer; culturally curious, project/work travel, values authenticity, art, community and learning.",F_P03_2026Q2_r082
R083,083,P03,Network motivation,,,"“Trong network của tôi, nhiều người quan tâm đến tính authentic, local và rất nhạy với những nơi fake văn hoá. Nhưng cũng có nhóm khác quan tâm nhiều hơn đến chi phí và việc có đáng tiền hay không.”","“Trong network của tôi, nhiều người quan tâm đến tính authentic, local và rất nhạy với những nơi fake văn hoá. Nhưng cũng có nhóm khác quan tâm nhiều hơn đến chi phí và việc có...","participant quote, edited for clarity","Lecturer; culturally curious, project/work travel, values authenticity, art, community and learning.",F_P03_2026Q2_r083
R084,084,P10,Family influence,,,"“Với các chuyến đi gia đình, quyết định của con cái là ưu tiên hàng đầu của tôi.”","“Với các chuyến đi gia đình, quyết định của con cái là ưu tiên hàng đầu của tôi.”","participant quote, edited for clarity","Director; family-oriented, high budget, private tour abroad, interested in culture/spirituality with age.",F_P10_2026Q2_r084
R085,085,P10,Companion fit,,,"“Tôi muốn đi với những người có cùng mức sống, cùng quan điểm và cùng lối sống. Sự hoà hợp trong nhóm đi cùng rất quan trọng.”","“Tôi muốn đi với những người có cùng mức sống, cùng quan điểm và cùng lối sống. Sự hoà hợp trong nhóm đi cùng rất quan trọng.”","participant quote, edited for clarity","Director; family-oriented, high budget, private tour abroad, interested in culture/spirituality with age.",F_P10_2026Q2_r085
R086,086,P10,Travel as bonding,,,"“Với tôi, du lịch đáng nhớ nhiều khi nằm ở cảm xúc bonding với gia đình hoặc bạn bè, chứ không chỉ ở điểm đến.”","“Với tôi, du lịch đáng nhớ nhiều khi nằm ở cảm xúc bonding với gia đình hoặc bạn bè, chứ không chỉ ở điểm đến.”","participant quote, edited for clarity","Director; family-oriented, high budget, private tour abroad, interested in culture/spirituality with age.",F_P10_2026Q2_r086
R087,087,P10,Concept reaction,,,"“Tôi thấy chương trình rất ý nghĩa và cá nhân tôi sẽ tham gia. Nhưng tour này phù hợp với một lứa tuổi nhất định; Gen X như tôi có thể thấy rất ổn, còn giới trẻ chưa chắc phù hợp.”","“Tôi thấy chương trình rất ý nghĩa và cá nhân tôi sẽ tham gia. Nhưng tour này phù hợp với một lứa tuổi nhất định; Gen X như tôi có thể thấy rất ổn, còn giới trẻ chưa chắc phù hợp.”","participant quote, edited for clarity","Director; family-oriented, high budget, private tour abroad, interested in culture/spirituality with age.",F_P10_2026Q2_r087
R088,088,P10,Storytelling quality,,,"“Cùng một concept, nếu người kể không biết truyền tải thì sẽ nhạt như cơm nguội. Người dẫn phải biết dệt câu chuyện sao cho dễ nghe, dễ hiểu và dễ thấm.”","“Cùng một concept, nếu người kể không biết truyền tải thì sẽ nhạt như cơm nguội. Người dẫn phải biết dệt câu chuyện sao cho dễ nghe, dễ hiểu và dễ thấm.”","participant quote, edited for clarity","Director; family-oriented, high budget, private tour abroad, interested in culture/spirituality with age.",F_P10_2026Q2_r088
R089,089,P10,Low cognitive load,,,"“Tôi không muốn phải động não quá nhiều trong một chuyến đi. Tôi thích được nghe giảng giải dễ hiểu, rồi đặt câu hỏi và chia sẻ quan điểm của mình.”","“Tôi không muốn phải động não quá nhiều trong một chuyến đi. Tôi thích được nghe giảng giải dễ hiểu, rồi đặt câu hỏi và chia sẻ quan điểm của mình.”","participant quote, edited for clarity","Director; family-oriented, high budget, private tour abroad, interested in culture/spirituality with age.",F_P10_2026Q2_r089
R090,090,P10,Pace and comfort,,,"“Với lứa tuổi của tôi, lịch trình cần nhẹ nhàng, không bị chạy quá nhiều và không quá nặng. Ngoài văn hoá, đặc sản địa phương cũng rất quan trọng.”","“Với lứa tuổi của tôi, lịch trình cần nhẹ nhàng, không bị chạy quá nhiều và không quá nặng. Ngoài văn hoá, đặc sản địa phương cũng rất quan trọng.”","participant quote, edited for clarity","Director; family-oriented, high budget, private tour abroad, interested in culture/spirituality with age.",F_P10_2026Q2_r090
R091,091,P10,Sustainable tourism awareness,,,"“Tôi có nghe về du lịch bền vững qua internet nhưng không tự tin định nghĩa. Tôi hiểu nó liên quan đến nhiều yếu tố như cảnh quan, dịch vụ và những giá trị sâu hơn lợi nhuận.”","“Tôi có nghe về du lịch bền vững qua internet nhưng không tự tin định nghĩa. Tôi hiểu nó liên quan đến nhiều yếu tố như cảnh quan, dịch vụ và những giá trị sâu hơn lợi nhuận.”","participant quote, edited for clarity","Director; family-oriented, high budget, private tour abroad, interested in culture/spirituality with age.",F_P10_2026Q2_r091
R092,092,P10,Premium willingness,,,"“Tôi có khả năng chi trả cao nếu đó là dịch vụ tốt nhất, nhưng vẫn cần biết rõ range giá và dịch vụ cụ thể.”","“Tôi có khả năng chi trả cao nếu đó là dịch vụ tốt nhất, nhưng vẫn cần biết rõ range giá và dịch vụ cụ thể.”","participant quote, edited for clarity","Director; family-oriented, high budget, private tour abroad, interested in culture/spirituality with age.",F_P10_2026Q2_r092
R093,093,P11,Travel as experience,,,"“Tôi không gọi đó là đi du lịch, mà gọi là những chuyến trải nghiệm.” MẠCH - Record tổng hợp phỏng vấn khách hàng","“Tôi không gọi đó là đi du lịch, mà gọi là những chuyến trải nghiệm.” MẠCH - Record tổng hợp phỏng vấn khách hàng","participant quote, edited for clarity",NGO / community development; highly aligned with community-based and sustainable tourism.,F_P11_2026Q2_r093
R094,094,P11,Local-life motivation,,,"“Tôi không hướng đến địa danh nổi tiếng hay check-in. Tôi tìm kiếm nếp sống sinh hoạt địa phương, bản sắc văn hoá, bảo tồn, học một kỹ năng mới hoặc tham gia làng nghề.”","“Tôi không hướng đến địa danh nổi tiếng hay check-in. Tôi tìm kiếm nếp sống sinh hoạt địa phương, bản sắc văn hoá, bảo tồn, học một kỹ năng mới hoặc tham gia làng nghề.”","participant quote, edited for clarity",NGO / community development; highly aligned with community-based and sustainable tourism.,F_P11_2026Q2_r094
R095,095,P11,Companion over destination,,,"“Với tôi, người bạn đi cùng mới là yếu tố quyết định, không phải điểm đến.”","“Với tôi, người bạn đi cùng mới là yếu tố quyết định, không phải điểm đến.”","participant quote, edited for clarity",NGO / community development; highly aligned with community-based and sustainable tourism.,F_P11_2026Q2_r095
R096,096,P11,Meaningful community experience,,,"“Ở Ngọc Chiến, điều hay không chỉ là tắm khoáng nóng mà là hiểu vì sao người dân làm vậy và họ thực hành nó trong đời sống như thế nào. Tôi vui vì được kết nối với người dân địa phương.”","“Ở Ngọc Chiến, điều hay không chỉ là tắm khoáng nóng mà là hiểu vì sao người dân làm vậy và họ thực hành nó trong đời sống như thế nào. Tôi vui vì được kết nối với người dân địa...","participant quote, edited for clarity",NGO / community development; highly aligned with community-based and sustainable tourism.,F_P11_2026Q2_r096
R097,097,P11,Friend concerns,,,“Bạn bè tôi khi nghĩ đến du lịch văn hoá hoặc cộng đồng thường e ngại nhất về vệ sinh và chất lượng nơi ở.”,“Bạn bè tôi khi nghĩ đến du lịch văn hoá hoặc cộng đồng thường e ngại nhất về vệ sinh và chất lượng nơi ở.”,"participant quote, edited for clarity",NGO / community development; highly aligned with community-based and sustainable tourism.,F_P11_2026Q2_r097
R098,098,P11,Staging nuance,,,"“Dàn dựng không phải lúc nào cũng xấu. Nếu biến tấu làm sai lệch văn hoá thì không tốt, nhưng nếu tổ chức chuyên nghiệp để trải nghiệm dễ tiếp cận hơn thì đó có thể là điểm tích cực.”","“Dàn dựng không phải lúc nào cũng xấu. Nếu biến tấu làm sai lệch văn hoá thì không tốt, nhưng nếu tổ chức chuyên nghiệp để trải nghiệm dễ tiếp cận hơn thì đó có thể là điểm tích...","participant quote, edited for clarity",NGO / community development; highly aligned with community-based and sustainable tourism.,F_P11_2026Q2_r098
R099,099,P11,Concept overload,,,“Phản ứng đầu tiên của tôi là như vừa trở về thời đại học. Tôi lo không biết trong một chuyến đi có thể đi hết các điểm và tải hết lượng kiến thức đó không.”,“Phản ứng đầu tiên của tôi là như vừa trở về thời đại học. Tôi lo không biết trong một chuyến đi có thể đi hết các điểm và tải hết lượng kiến thức đó không.”,"participant quote, edited for clarity",NGO / community development; highly aligned with community-based and sustainable tourism.,F_P11_2026Q2_r099
R100,100,P11,Need softening,,,"“Tour nên đan xen thêm những hoạt động mềm hơn như ngắm cảnh biển, cảnh làng quê buổi chiều hoặc khám phá ẩm thực.”","“Tour nên đan xen thêm những hoạt động mềm hơn như ngắm cảnh biển, cảnh làng quê buổi chiều hoặc khám phá ẩm thực.”","participant quote, edited for clarity",NGO / community development; highly aligned with community-based and sustainable tourism.,F_P11_2026Q2_r100
R101,101,P11,Touch heritage,,,"“Điều quan trọng là không chỉ nghe về di sản, mà phải được chạm vào di sản.”","“Điều quan trọng là không chỉ nghe về di sản, mà phải được chạm vào di sản.”","participant quote, edited for clarity",NGO / community development; highly aligned with community-based and sustainable tourism.,F_P11_2026Q2_r101
R102,102,P11,Foreign companion,,,“Tôi có thể đi tour này cùng bạn bè nước ngoài. Còn bạn bè người Việt xung quanh tôi có lẽ sẽ không hứng thú bằng.”,“Tôi có thể đi tour này cùng bạn bè nước ngoài. Còn bạn bè người Việt xung quanh tôi có lẽ sẽ không hứng thú bằng.”,"participant quote, edited for clarity",NGO / community development; highly aligned with community-based and sustainable tourism.,F_P11_2026Q2_r102
R103,103,P11,Sustainable tourism approach,,,"“Với du lịch cộng đồng, không nên phụ thuộc vào bên ngoài quá lâu. Cách bền vững hơn là trao quyền để cộng đồng tự vận hành.”","“Với du lịch cộng đồng, không nên phụ thuộc vào bên ngoài quá lâu. Cách bền vững hơn là trao quyền để cộng đồng tự vận hành.”","participant quote, edited for clarity",NGO / community development; highly aligned with community-based and sustainable tourism.,F_P11_2026Q2_r103
R104,104,P12,Travel frequency,,,"“Tôi đi du lịch khoảng 12-15 lần một năm, gần như tháng nào cũng có một chuyến. Tôi thích cắm trại và khám phá thiên nhiên.”","“Tôi đi du lịch khoảng 12-15 lần một năm, gần như tháng nào cũng có một chuyến. Tôi thích cắm trại và khám phá thiên nhiên.”","participant quote, edited for clarity","Retired, very frequent traveller, self-guided explorer, charity/phượt community, travels with spouse/friends.",F_P12_2026Q2_r104
R105,105,P12,Self-guided preference,,,“Khoảng 90% chuyến đi của tôi là tự túc. Tôi thường tự chuẩn bị trước và tìm hiểu về vùng miền mình sẽ đến.” MẠCH - Record tổng hợp phỏng vấn khách hàng,“Khoảng 90% chuyến đi của tôi là tự túc. Tôi thường tự chuẩn bị trước và tìm hiểu về vùng miền mình sẽ đến.” MẠCH - Record tổng hợp phỏng vấn khách hàng,"participant quote, edited for clarity","Retired, very frequent traveller, self-guided explorer, charity/phượt community, travels with spouse/friends.",F_P12_2026Q2_r105
R106,106,P12,Untouched destination appeal,,,"“Điểm đẹp của Hà Giang nằm ở nét hoang sơ, thời tiết mát mẻ và con người thân thiện.”","“Điểm đẹp của Hà Giang nằm ở nét hoang sơ, thời tiết mát mẻ và con người thân thiện.”","participant quote, edited for clarity","Retired, very frequent traveller, self-guided explorer, charity/phượt community, travels with spouse/friends.",F_P12_2026Q2_r106
R107,107,P12,Repeated visits,,,"“Dù đi xa và tốn kém, tôi vẫn quay lại Hà Giang đến lần thứ ba vì mỗi lần đi lại có một cảm nhận khác.”","“Dù đi xa và tốn kém, tôi vẫn quay lại Hà Giang đến lần thứ ba vì mỗi lần đi lại có một cảm nhận khác.”","participant quote, edited for clarity","Retired, very frequent traveller, self-guided explorer, charity/phượt community, travels with spouse/friends.",F_P12_2026Q2_r107
R108,108,P12,Tour pros and cons,,,"“Đi tour có lợi về kinh tế và thời gian, nhưng nhược điểm là bị gò bó giờ giấc và không được trải nghiệm theo cách mình muốn.”","“Đi tour có lợi về kinh tế và thời gian, nhưng nhược điểm là bị gò bó giờ giấc và không được trải nghiệm theo cách mình muốn.”","participant quote, edited for clarity","Retired, very frequent traveller, self-guided explorer, charity/phượt community, travels with spouse/friends.",F_P12_2026Q2_r108
R109,109,P12,Desired tour content,,,"“Một tour hay phải giúp mình hiểu con người, ẩm thực, điểm mạnh của địa phương và đời sống sinh hoạt ở đó khác gì với nơi mình sống.”","“Một tour hay phải giúp mình hiểu con người, ẩm thực, điểm mạnh của địa phương và đời sống sinh hoạt ở đó khác gì với nơi mình sống.”","participant quote, edited for clarity","Retired, very frequent traveller, self-guided explorer, charity/phượt community, travels with spouse/friends.",F_P12_2026Q2_r109
R110,110,P12,Concept reaction,,,"“Ấn tượng ban đầu của tôi là chương trình hấp dẫn. Với Nam Định, có người đi cùng sẽ quan trọng hơn. Tôi đánh giá mức muốn tham gia khoảng 4/5.”","“Ấn tượng ban đầu của tôi là chương trình hấp dẫn. Với Nam Định, có người đi cùng sẽ quan trọng hơn. Tôi đánh giá mức muốn tham gia khoảng 4/5.”","participant quote, edited for clarity","Retired, very frequent traveller, self-guided explorer, charity/phượt community, travels with spouse/friends.",F_P12_2026Q2_r110
R111,111,P12,Target audience,,,“Tôi nghĩ loại hình này có thể hợp với khách nước ngoài hoặc những người không chỉ đi du lịch để check-in.”,“Tôi nghĩ loại hình này có thể hợp với khách nước ngoài hoặc những người không chỉ đi du lịch để check-in.”,"participant quote, edited for clarity","Retired, very frequent traveller, self-guided explorer, charity/phượt community, travels with spouse/friends.",F_P12_2026Q2_r111
R112,112,P12,Pricing,,,"“Với tour 3 ngày, mức khoảng 4,5 triệu là phù hợp với tôi.”","“Với tour 3 ngày, mức khoảng 4,5 triệu là phù hợp với tôi.”","participant quote, edited for clarity","Retired, very frequent traveller, self-guided explorer, charity/phượt community, travels with spouse/friends.",F_P12_2026Q2_r112
R113,113,P12,Overall verdict,,,"“Nếu xây dựng được đúng như ý tưởng, đây có thể là một tour điểm mười.”","“Nếu xây dựng được đúng như ý tưởng, đây có thể là một tour điểm mười.”","participant quote, edited for clarity","Retired, very frequent traveller, self-guided explorer, charity/phượt community, travels with spouse/friends.",F_P12_2026Q2_r113
R114,114,P13,Travel as value creation,,,“Du lịch không chỉ là nghỉ dưỡng; nó còn là một hình thức tạo ra giá trị.”,“Du lịch không chỉ là nghỉ dưỡng; nó còn là một hình thức tạo ra giá trị.”,"participant quote, edited for clarity","Lecturer, experienced traveller and former tourism agency participant; strategic view on tourism value and local",F_P13_2026Q2_r114
R115,115,P13,Generational difference,,,"“Các thế hệ khác nhau nhìn du lịch rất khác nhau. Thế hệ sau không chỉ đi để nhìn cảnh, mà còn dùng du lịch để nội suy và quan sát xã hội.”","“Các thế hệ khác nhau nhìn du lịch rất khác nhau. Thế hệ sau không chỉ đi để nhìn cảnh, mà còn dùng du lịch để nội suy và quan sát xã hội.”","participant quote, edited for clarity","Lecturer, experienced traveller and former tourism agency participant; strategic view on tourism value and local",F_P13_2026Q2_r115
R116,116,P13,Destination vs people,,,"“Điều thu hút tôi không phải bản thân điểm đến, mà là con người ở tại điểm đến đó.”","“Điều thu hút tôi không phải bản thân điểm đến, mà là con người ở tại điểm đến đó.”","participant quote, edited for clarity","Lecturer, experienced traveller and former tourism agency participant; strategic view on tourism value and local",F_P13_2026Q2_r116
